,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
387,muros,75,ES,1579479656,78,50.0,42.78,-9.06,12.75
388,marsh harbour,65,BS,1579479656,67,73.04,26.54,-77.06,9.06
389,sungaipenuh,63,ID,1579479656,97,63.5,-2.08,101.38,1.7
390,preobrazheniye,31,RU,1579479656,66,17.89,42.9,133.91,5.37
391,mazyr,3,BY,1579479656,92,26.83,52.05,29.25,5.06
392,alice springs,0,AU,1579479588,21,82.4,-23.7,133.88,16.11
393,agnibilekrou,20,CI,1579479656,46,69.89,7.13,-3.2,2.39
394,kota belud,75,MY,1579479657,78,80.6,6.35,116.43,4.7
395,merritt,90,CA,1579479657,93,37.4,50.11,-120.79,3.36
396,poya,0,NC,1579479657,74,76.59,-21.35,165.15,9.8
397,esperance,0,AU,1579479657,59,66.2,-33.87,121.9,9.17
398,egvekinot,100,RU,1579479657,94,-14.49,66.32,-179.17,9.37
399,taltal,80,CL,1579479657,74,67.01,-25.4,-70.48,3.0
400,baruun-urt,0,MN,1579479657,86,-5.01,46.68,113.28,10.63
401,taoudenni,0,ML,1579479657,25,56.97,22.68,-3.98,1.63
402,high level,90,CA,1579479657,83,-4.0,58.52,-117.14,6.93
403,tres arroyos,33,AR,1579479658,33,81.07,-38.37,-60.28,11.43
404,ha tinh,99,VN,1579479460,93,65.55,18.33,105.9,10.29
405,kem,97,RU,1579479658,95,25.79,64.96,34.58,3.8
406,chicama,20,PE,1579479658,83,71.6,-7.84,-79.15,10.29
407,dali,1,CN,1579479658,87,31.46,25.7,100.18,1.79
408,ola,7,RU,1579479658,77,-9.71,59.58,151.28,5.06
409,rizhao,0,CN,1579479658,57,34.0,35.43,119.46,4.27
410,komsomolets,95,KZ,1579479658,94,13.23,53.75,62.07,9.35
411,tombouctou,0,ML,1579479658,16,62.37,20.0,-3.0,6.04
412,oistins,40,BB,1579479658,74,78.8,13.07,-59.53,18.34
413,faya,0,SA,1579479658,57,53.6,18.39,42.45,4.7
414,comal,1,US,1579479659,30,55.0,29.82,-98.3,8.05
415,semey,98,KZ,1579479629,96,3.09,50.41,80.23,6.78
416,porto novo,20,BJ,1579479659,83,82.4,6.5,2.6,5.82
417,padang,95,ID,1579479659,93,68.92,-0.95,100.35,3.74
418,yuli,22,NG,1579479659,35,71.73,9.7,10.27,8.95
419,trabzon,75,TR,1579479659,75,46.4,40.92,39.83,3.36
420,gulu,5,UG,1579479659,31,70.57,2.77,32.3,2.93
421,khomeyn,0,IR,1579479404,84,24.44,33.64,50.08,4.72
422,margate,26,GB,1579479659,68,39.99,51.38,1.39,3.36
423,ngunguru,0,NZ,1579479659,65,82.99,-35.62,174.5,5.99
424,berlevag,90,NO,1579479593,85,32.0,70.86,29.09,23.04
425,pelym,0,RU,1579479659,97,-4.76,61.01,62.0,0.81
426,sao joao da barra,69,BR,1579479660,84,74.86,-21.64,-41.05,12.59
427,chihuahua,5,MX,1579479660,40,68.0,28.5,-106.0,5.82
428,sisimiut,42,GL,1579479660,71,0.9,66.94,-53.67,17.56
429,mecca,1,SA,1579479619,58,61.75,21.43,39.83,4.94
430,bukan,97,IR,1579479660,97,23.72,36.52,46.21,1.5
431,flin flon,5,CA,1579479660,83,-7.6,54.77,-101.86,3.36
432,batagay,90,RU,1579479660,90,-24.02,67.63,134.63,3.2
433,porto torres,100,IT,1579479660,66,51.8,40.84,8.4,13.87
434,zhangye,0,CN,1579479660,50,16.3,38.93,100.45,0.47
435,pontianak,83,ID,1579479660,96,75.63,-0.03,109.33,2.91
436,west wendover,1,US,1579479661,55,35.6,40.74,-114.07,3.36
437,green river,1,US,1579479661,68,24.8,41.53,-109.47,3.36
438,kampene,100,CD,1579479661,95,67.98,-3.6,26.67,1.3
439,sao jose da coroa grande,73,BR,1579479661,75,81.01,-8.9,-35.15,11.45
440,ust-maya,94,RU,1579479661,98,-7.8,60.42,134.53,0.78
441,siparia,75,TT,1579479661,94,75.2,10.13,-61.5,8.05
442,gaoual,53,GN,1579479661,29,70.92,11.75,-13.2,2.21
443,mananjary,100,MG,1579479661,95,75.63,-21.22,48.33,8.1
444,havelock,5,US,1579479636,58,53.6,34.88,-76.9,11.41
445,indiana,90,US,1579479661,78,15.01,40.0,-86.25,13.87
446,nara,75,JP,1579479661,65,48.2,34.69,135.8,3.36
447,rangoon,18,MM,1579479662,94,69.8,16.81,96.16,4.7
448,port blair,0,IN,1579479541,78,80.4,11.67,92.75,14.9
449,sistranda,75,NO,1579479662,81,44.6,63.73,8.83,25.28
450,dahra,75,DZ,1579479662,100,48.2,36.25,0.85,4.7
451,champerico,75,GT,1579479662,58,86.0,14.3,-91.92,6.93
452,jalu,17,LY,1579479662,61,54.97,29.03,21.55,4.56
453,zheleznodorozhnyy,75,RU,1579479662,86,33.8,55.75,38.0,6.71
454,andenes,100,NO,1579479662,89,36.0,69.31,16.12,13.87
455,grindavik,75,IS,1579479662,93,37.4,63.84,-22.43,16.11
456,tevriz,0,RU,1579479662,96,-11.87,57.51,72.4,4.81
457,jacareacanga,52,BR,1579479662,89,76.48,-6.22,-57.75,2.42
458,coos bay,1,US,1579479662,81,55.99,43.37,-124.22,5.82
459,kuusamo,90,FI,1579479662,92,21.2,65.97,29.18,1.12
460,baraganul,90,RO,1579479663,67,35.01,44.8,27.52,8.05
461,innisfail,13,AU,1579479663,52,90.0,-17.53,146.03,3.0
462,parabel,29,RU,1579479663,90,-12.32,58.7,81.48,9.84
463,polunochnoye,45,RU,1579479663,92,-4.9,60.87,60.42,0.6
464,roma,90,US,1579479395,85,19.4,43.21,-75.46,12.75
465,szczytno,90,PL,1579479663,86,37.4,53.56,20.99,2.24
466,kandrian,100,PG,1579479663,84,81.79,-6.22,149.55,6.73
467,yelizovo,0,RU,1579479663,70,1.4,53.19,158.38,6.71
468,kieta,32,PG,1579479663,69,84.49,-6.22,155.63,4.92
469,noumea,0,NC,1579479460,45,86.0,-22.28,166.46,12.75
470,san cristobal,40,VE,1579479663,54,82.4,7.77,-72.22,4.7
471,ayan,0,RU,1579479663,75,-3.89,56.45,138.17,7.49
472,san jose,90,US,1579479509,58,57.0,37.34,-121.89,6.93
473,port-cartier,75,CA,1579479664,70,3.99,50.03,-66.87,13.87
474,yarim,0,YE,1579479664,45,50.02,14.3,44.38,3.42
475,batagay-alyta,52,RU,1579479664,86,-18.11,67.8,130.41,2.1
476,lata,0,PT,1579479664,29,50.0,40.16,-8.33,11.41
477,peniche,0,PT,1579479664,26,50.0,39.36,-9.38,24.16
478,ostroh,0,UA,1579479664,86,26.42,50.33,26.51,3.29
479,banda aceh,38,ID,1579479664,89,73.26,5.56,95.32,4.83
480,udachnyy,52,RU,1579479664,82,-16.6,66.42,112.4,6.71
481,komsomolskiy,100,UZ,1579479485,74,30.2,40.43,71.72,2.24
482,port hardy,90,CA,1579479664,87,46.4,50.7,-127.42,26.4
483,huambo,50,AO,1579479664,91,58.59,-12.78,15.74,2.89
484,vila velha,75,BR,1579479379,78,80.01,-20.33,-40.29,13.87
485,salekhard,78,RU,1579479665,80,12.72,66.53,66.6,19.91
486,chumikan,0,RU,1579479665,89,-8.05,54.72,135.31,5.08
487,abalak,9,RU,1579479665,86,-7.78,58.13,68.59,3.91
488,amarillo,1,US,1579479665,38,44.01,35.22,-101.83,6.93
489,wewak,100,PG,1579479665,87,78.8,-3.55,143.63,8.57
490,muzhi,72,RU,1579479665,78,11.01,65.37,64.67,17.38
491,tazovskiy,45,RU,1579479665,97,-27.35,67.47,78.7,7.65
492,diksmuide,11,BE,1579479665,93,44.01,51.03,2.87,1.12
493,vestmannaeyjar,100,IS,1579479665,82,42.35,63.44,-20.27,30.8
494,ambovombe,77,MG,1579479665,96,70.5,-25.17,46.08,0.72
495,tashla,100,RU,1579479665,96,27.14,51.77,52.74,9.35
496,warangal,0,IN,1579479665,77,66.54,18.0,79.58,1.34
497,weligama,82,LK,1579479665,92,73.15,5.97,80.42,5.68
498,bambanglipuro,81,ID,1579479665,77,78.03,-7.95,110.28,2.37
499,namangan,100,UZ,1579479666,68,30.2,41.0,71.67,4.14
500,prince rupert,90,CA,1579479658,93,37.4,54.32,-130.32,9.17
501,lyudinovo,53,RU,1579479666,96,25.63,53.87,34.45,5.1
502,rocha,5,UY,1579479666,87,68.97,-34.48,-54.33,7.27
503,muyezerskiy,97,RU,1579479605,95,24.64,63.93,31.65,7.65
504,jiwani,17,PK,1579479666,60,69.84,25.05,61.74,2.37
505,ponta delgada,40,PT,1579479666,93,62.6,37.73,-25.67,12.75
506,makakilo city,75,US,1579479666,45,82.4,21.35,-158.09,9.17
507,fomboni,100,KM,1579479666,81,83.89,-12.28,43.74,24.79
508,beihai,97,CN,1579479666,80,58.17,21.48,109.1,8.93
509,klyuchi,63,RU,1579479666,99,-10.28,52.27,79.17,6.76
510,xiaoweizhai,100,CN,1579479666,82,42.1,26.19,107.51,2.13
511,tulsipur,0,NP,1579479667,61,44.69,28.13,82.3,4.56
512,port lincoln,87,AU,1579479667,68,62.8,-34.73,135.87,15.28
513,kaitangata,80,NZ,1579479667,76,66.0,-46.28,169.85,7.0
514,olinda,20,BR,1579479667,69,82.4,-8.01,-34.86,6.93
515,belyy yar,61,RU,1579479667,84,8.6,53.6,91.39,2.24
516,shaunavon,87,CA,1579479667,95,2.91,49.65,-108.42,10.89
517,kencong,78,ID,1579479667,79,79.16,-8.28,113.37,5.5
518,broome,90,US,1579479667,78,23.0,42.25,-75.83,12.75
519,los llanos de aridane,75,ES,1579479667,77,64.4,28.66,-17.92,9.17
520,barreirinhas,100,BR,1579479667,97,74.91,-2.75,-42.83,3.6
521,bandrele,97,YT,1579479667,80,83.89,-12.91,45.19,21.07
522,henties bay,0,NA,1579479668,86,64.99,-22.12,14.28,1.99
523,antalaha,100,MG,1579479668,84,79.68,-14.9,50.28,3.71
524,ridgecrest,1,US,1579479439,24,61.0,35.62,-117.67,4.7
525,cam ranh,20,VN,1579479668,73,73.4,11.92,109.16,5.82
526,surin,13,TH,1579479668,77,72.0,14.88,103.49,6.93
527,maitum,75,PH,1579479668,78,78.8,6.04,124.5,4.7
528,sechura,16,PE,1579479668,83,71.78,-5.56,-80.82,14.9
529,itaituba,99,BR,1579479668,85,77.85,-4.28,-55.98,0.43
530,evensk,39,RU,1579479668,69,-13.72,61.95,159.23,7.05
531,mildura,40,AU,1579479668,60,72.0,-34.2,142.15,9.17
532,benguela,0,AO,1579479668,70,78.04,-12.58,13.41,3.4
533,conakry,69,GN,1579479455,78,82.4,9.54,-13.68,6.93
534,guerrero negro,88,MX,1579479668,31,68.72,27.98,-114.06,10.76
535,zverinogolovskoye,100,RU,1579479669,94,13.42,54.46,64.85,10.96
536,mitsamiouli,100,KM,1579479669,83,82.94,-11.38,43.28,24.67
537,masuda,75,JP,1579479669,80,52.0,34.67,131.85,16.11
538,salina cruz,50,MX,1579479669,69,80.42,16.17,-95.2,42.08
539,da nang,20,VN,1579479601,93,66.2,16.07,108.22,1.12
540,morant bay,20,JM,1579479669,65,82.4,17.88,-76.41,12.75
541,pacific grove,1,US,1579479435,62,57.2,36.62,-121.92,3.47
542,manicore,91,BR,1579479669,96,76.3,-5.81,-61.3,2.33
543,talnakh,40,RU,1579479669,75,-20.2,69.49,88.4,13.42
544,manono,94,CD,1579479669,96,65.82,-7.3,27.42,2.68
545,solnechnyy,0,RU,1579479669,94,-6.11,50.72,136.63,1.1
546,saint-pierre,75,RE,1579479669,83,78.8,-21.34,55.48,4.7
547,mianwali,100,PK,1579479669,38,51.85,32.57,71.53,1.68
548,helong,64,CN,1579479670,90,5.49,42.54,129.0,5.28
549,gizycko,47,PL,1579479670,93,32.99,54.04,21.76,6.2
550,pokhara,0,NP,1579479670,56,43.92,28.23,83.98,2.8
551,tautira,75,PF,1579479374,74,86.0,-17.73,-149.15,8.05
552,beroroha,100,MG,1579479670,93,74.64,-21.67,45.17,8.7
553,shimoda,20,JP,1579479670,54,53.6,34.67,138.95,5.82
554,ranghulu,100,CN,1579479670,96,-3.98,46.65,124.87,3.38
555,atherton,54,GB,1579479670,82,39.2,53.52,-2.49,1.12
556,adrar,0,MR,1579479670,20,60.53,20.5,-10.07,8.86
557,vulcan,21,RO,1579479670,88,19.62,45.38,23.27,2.37
558,ihosy,100,MG,1579479670,95,67.98,-22.4,46.12,1.03
559,leningradskiy,100,RU,1579479546,98,-6.29,69.38,178.42,7.54
560,samarai,49,PG,1579479671,56,88.34,-10.62,150.67,5.01
561,sindor,71,RU,1579479671,90,-2.6,62.86,51.89,5.08
562,ulaanbaatar,15,MN,1579479643,67,-22.0,47.91,106.88,5.73
563,kirensk,89,RU,1579479671,91,-9.38,57.79,108.11,5.57
564,anisoc,71,GQ,1579479671,95,69.98,1.87,10.77,1.45
565,qingyuan,90,CN,1579479671,62,57.0,23.7,113.03,4.47
566,zalantun,100,CN,1579479671,86,-0.15,48.0,122.72,3.65
567,shimoga,36,IN,1579479671,75,65.95,13.92,75.57,4.45
568,kentau,100,KZ,1579479671,99,29.12,43.52,68.51,5.41
569,destin,1,US,1579479631,37,50.0,30.39,-86.5,14.99
570,escarcega,60,MX,1579479672,77,75.04,18.61,-90.75,2.1
571,adiake,20,CI,1579479672,83,82.4,5.29,-3.3,3.36
572,todos santos,5,MX,1579479604,47,77.0,23.45,-110.22,12.75
573,shihezi,95,CN,1579479672,90,4.23,44.3,86.03,1.59
574,savinka,80,RU,1579479672,93,24.57,50.08,47.1,9.75
575,nha trang,20,VN,1579479436,78,73.4,12.25,109.18,5.82
576,bah,0,IN,1579479672,69,46.72,26.87,78.6,4.61
577,santa cruz del sur,0,CU,1579479672,75,78.91,20.71,-78.0,7.23
578,te anau,30,NZ,1579479672,88,59.2,-45.42,167.72,2.28
579,auray,0,FR,1579479672,93,43.0,47.67,-2.99,10.29
580,khuzhir,53,RU,1579479672,84,8.62,53.19,107.34,6.85
581,atar,0,MR,1579479673,22,61.3,20.52,-13.05,6.91
582,coahuayana,75,MX,1579479673,69,80.6,18.73,-103.68,11.41
583,kokkola,90,FI,1579479673,92,30.0,63.83,23.08,8.05
584,sola,70,VU,1579479673,77,82.33,-13.88,167.55,11.03
585,antofagasta,40,CL,1579479673,78,72.0,-23.65,-70.4,4.7
586,kutoarjo,97,ID,1579479673,88,73.04,-7.72,109.91,0.38
587,inhambupe,10,BR,1579479673,88,71.53,-11.78,-38.35,5.86
588,teya,100,RU,1579479673,87,-7.42,60.38,92.63,10.33
589,liaoyang,0,CN,1579480445,77,1.4,41.27,123.17,4.47
590,nova olinda do norte,100,BR,1579480635,91,77.31,-3.89,-59.09,0.31
591,khandbari,3,NP,1579480635,53,28.9,27.37,87.2,3.8
592,touros,20,BR,1579480635,83,78.8,-5.2,-35.46,5.82
593,bredasdorp,100,ZA,1579480635,88,64.4,-34.53,20.04,17.22
594,mackenzie,90,CA,1579480635,85,12.2,55.3,-123.17,5.26
595,sorong,21,ID,1579480635,67,82.4,-0.88,131.25,6.53
596,cape town,75,ZA,1579480431,82,66.99,-33.93,18.42,18.34
597,sorland,100,NO,1579480635,93,44.42,67.67,12.69,39.57
598,rikitea,100,PF,1579480635,78,78.24,-23.12,-134.97,9.86
599,the valley,40,AI,1579480457,83,75.2,18.22,-63.06,14.99
600,coruripe,31,BR,1579480635,76,79.88,-10.13,-36.18,11.14
601,aykhal,52,RU,1579480385,82,-16.6,66.0,111.5,6.71
602,vaini,23,TO,1579480635,75,77.52,-21.2,-175.2,16.42
603,allahabad,0,IN,1579480636,75,48.94,25.45,81.85,5.37
604,punta arenas,11,CL,1579480349,57,51.8,-53.15,-70.92,28.86
605,tuktoyaktuk,5,CA,1579480636,74,-22.0,69.45,-133.04,5.82
606,albany,90,US,1579480502,53,27.0,42.6,-73.97,24.16
607,port alfred,99,ZA,1579480636,77,66.99,-33.59,26.89,8.01
608,yellowknife,90,CA,1579480636,83,-9.4,62.46,-114.35,12.75
609,tiksi,100,RU,1579480636,83,-5.87,71.69,128.87,9.73
610,bluff,98,NZ,1579480630,93,59.0,-46.6,168.33,5.99
611,mataura,97,NZ,1579480629,93,59.0,-46.19,168.86,5.99
612,ushuaia,75,AR,1579480636,81,46.4,-54.8,-68.3,29.97
613,hofn,30,IS,1579480636,84,43.43,64.25,-15.21,38.59
614,busselton,0,AU,1579480633,32,79.0,-33.65,115.33,7.58
615,port elizabeth,75,ZA,1579480637,68,66.2,-33.92,25.57,20.8
616,college,1,US,1579480428,74,-22.0,64.86,-147.8,0.98
617,victoria,40,HK,1579480637,67,62.01,22.29,114.16,6.93
618,imeni poliny osipenko,100,RU,1579480637,99,-12.95,52.42,136.49,2.17
619,kaspiyskiy,98,RU,1579480637,70,31.77,45.39,47.37,1.99
620,lebu,0,CL,1579480637,68,58.42,-37.62,-73.65,9.82
621,fairbanks,1,US,1579480406,74,-23.8,64.84,-147.72,1.43
622,nikolskoye,90,RU,1579480637,93,35.6,59.7,30.79,8.95
623,cherskiy,100,RU,1579480637,97,-24.21,68.75,161.3,6.35
624,goderich,79,CA,1579480637,81,26.01,43.75,-81.72,8.77
625,georgetown,20,MY,1579480567,88,78.8,5.41,100.34,3.36
626,bethel,1,US,1579480635,74,36.0,41.37,-73.41,8.05
627,najran,0,SA,1579480637,28,57.2,17.49,44.13,1.45
628,flinders,75,AU,1579480637,61,80.01,-34.58,150.86,11.41
629,codrington,100,AU,1579480638,88,60.06,-38.27,141.97,24.16
630,mvuma,100,ZW,1579480638,95,64.65,-19.28,30.53,13.8
631,jamestown,90,US,1579480580,78,23.0,42.1,-79.24,13.87
632,bundaberg,40,AU,1579480638,62,89.01,-24.85,152.35,17.22
633,upernavik,82,GL,1579480638,84,-13.11,72.79,-56.15,10.29
634,chuy,17,UY,1579480638,86,71.74,-33.7,-53.46,9.4
635,tizimin,76,MX,1579480638,76,73.47,21.15,-88.15,5.08
636,narsaq,60,GL,1579480638,36,12.2,60.92,-46.05,5.82
637,nizwa,0,OM,1579480638,66,54.27,22.93,57.53,0.2
638,qaanaaq,0,GL,1579480638,49,-18.49,77.48,-69.36,7.09
639,carnarvon,0,AU,1579480638,69,78.8,-24.87,113.63,21.92
640,lillooet,90,CA,1579480638,93,37.4,50.69,-121.94,3.36
641,siayan,13,PH,1579480639,81,80.02,8.27,123.1,17.38
642,benjamin constant,75,BR,1579480639,100,77.0,-4.38,-70.03,2.15
643,tulun,100,RU,1579480639,88,0.16,54.56,100.58,2.35
644,vrangel,6,RU,1579480639,69,25.88,42.73,133.08,18.16
645,hopelchen,5,MX,1579480639,78,77.0,19.77,-89.85,11.41
646,atuona,17,PF,1579480639,76,80.92,-9.8,-139.03,13.04
647,palmer,20,US,1579480639,50,33.8,42.16,-72.33,19.46
648,cabo san lucas,5,MX,1579480639,64,77.0,22.89,-109.91,8.25
649,kaniama,100,CD,1579480639,91,63.88,-7.57,24.18,1.5
650,hermanus,100,ZA,1579480639,99,66.0,-34.42,19.23,11.01
651,butaritari,36,KI,1579480639,75,84.97,3.07,172.79,8.48
652,poum,1,NC,1579480639,78,78.96,-20.23,164.02,16.02
653,dikson,87,RU,1579480639,94,-24.83,73.51,80.55,8.37
654,fort nelson,20,CA,1579480639,69,-11.2,58.81,-122.7,2.24
655,constitucion,76,CL,1579480640,87,56.48,-35.33,-72.42,3.27
656,lawton,1,US,1579480640,33,48.2,34.61,-98.39,3.36
657,hobart,75,AU,1579480397,59,64.99,-42.88,147.33,10.29
658,mahebourg,75,MU,1579480640,88,80.6,-20.41,57.7,2.24
659,vaitape,100,PF,1579480640,78,81.48,-16.52,-151.75,11.43
660,sipoo,75,FI,1579480640,80,39.2,60.38,25.27,12.75
661,yumen,0,CN,1579480641,84,11.14,40.28,97.2,7.58
662,mar del plata,0,AR,1579480641,47,80.01,-38.0,-57.56,9.17
663,aklavik,5,CA,1579480641,75,-18.4,68.22,-135.01,4.7
664,kapaa,40,US,1579480635,57,78.8,22.08,-159.32,16.11
665,asau,90,RO,1579480641,74,33.8,46.43,26.4,6.93
666,hilo,75,US,1579480641,61,78.8,19.73,-155.09,10.29
667,aqtobe,90,KZ,1579480641,86,28.4,50.28,57.21,11.18
668,veraval,0,IN,1579480641,47,60.39,20.9,70.37,13.69
669,alofi,100,NU,1579480642,79,84.2,-19.06,-169.92,8.05
670,hervey bay,40,AU,1579480642,62,89.01,-25.3,152.85,17.22
671,port hedland,47,AU,1579480642,79,84.2,-20.32,118.57,9.17
672,santa barbara,90,US,1579480642,45,68.0,34.42,-119.7,3.09
673,saint george,1,US,1579480642,28,55.99,37.1,-113.58,1.74
674,genhe,98,CN,1579480642,99,-14.4,50.78,121.52,2.82
675,yining,0,CN,1579480642,87,38.41,29.04,114.56,0.81
676,bambous virieux,75,MU,1579480642,88,80.6,-20.34,57.76,2.24
677,townsville,40,AU,1579480642,59,93.2,-19.25,146.8,9.17
678,egersund,99,NO,1579480642,93,45.0,58.45,6.0,5.82
679,tasiilaq,100,GL,1579480643,92,26.6,65.61,-37.64,13.87
680,lagoa,94,PT,1579480643,77,63.5,39.05,-27.98,24.61
681,inuvik,5,CA,1579480643,75,-18.4,68.35,-133.72,4.7
682,iqaluit,20,CA,1579480643,69,-9.0,63.75,-68.51,6.93
683,mayo,1,US,1579480589,62,34.0,38.89,-76.51,16.11
684,bathsheba,40,BB,1579480643,74,78.8,13.22,-59.52,18.34
685,sao felix do xingu,25,BR,1579480643,82,75.85,-6.64,-51.99,2.08
686,kodiak,1,US,1579480643,78,32.0,57.79,-152.41,14.99
687,kavieng,59,PG,1579480640,73,84.29,-2.57,150.8,19.17
688,mut,60,TR,1579480643,60,34.77,36.64,33.44,5.91
689,griffith,40,US,1579480644,78,21.0,41.53,-87.42,11.41
690,puerto ayora,75,EC,1579480644,74,80.6,-0.74,-90.35,14.99
691,nanakuli,75,US,1579480418,64,82.4,21.39,-158.15,11.41
692,santa isabel,75,BR,1579480455,88,69.8,-23.32,-46.22,8.05
693,beringovskiy,90,RU,1579480644,100,0.34,63.05,179.32,11.88
694,guiratinga,90,BR,1579480644,83,76.73,-16.35,-53.76,2.08
695,edd,1,ER,1579480644,77,73.22,13.93,41.69,3.42
696,avera,1,US,1579480634,36,48.2,33.19,-82.53,11.41
697,velsk,100,RU,1579480644,98,33.12,61.07,42.1,5.28
698,lavrentiya,100,RU,1579480644,95,9.12,65.58,-171.0,9.51
699,gat,40,IL,1579480644,87,53.6,31.61,34.76,10.29
700,severo-kurilsk,1,RU,1579480644,83,17.02,50.68,156.12,4.23
701,avarua,100,CK,1579480644,88,80.6,-21.21,-159.78,10.29
702,pevek,100,RU,1579480645,95,-0.22,69.7,170.31,15.17
703,miragoane,0,HT,1579480645,69,79.88,18.44,-73.09,8.34
704,brezova pod bradlom,100,SK,1579480645,98,37.4,48.66,17.54,6.93
705,rehoboth,0,NA,1579480645,27,64.42,-23.32,17.08,11.03
706,darhan,30,MN,1579480645,79,-4.83,49.49,105.92,7.58
707,saskylakh,93,RU,1579480645,99,-27.92,71.92,114.08,2.75
708,requena,75,ES,1579480645,61,48.2,39.49,-1.1,21.92
709,acari,99,PE,1579480645,93,66.43,-15.43,-74.62,4.65
710,antsohihy,100,MG,1579480645,96,74.23,-14.88,47.99,4.34
711,hammerfest,75,NO,1579480645,97,33.8,70.66,23.68,25.28
712,tetiyiv,0,UA,1579480645,87,26.85,49.38,29.66,5.19
713,atasu,64,KZ,1579480646,90,8.76,48.68,71.64,6.46
714,majene,89,ID,1579480433,76,80.44,-3.54,118.97,3.31
715,biltine,0,TD,1579480646,22,63.07,14.53,20.92,17.16
716,havre-saint-pierre,90,CA,1579480646,77,6.8,50.23,-63.6,13.87
717,khatanga,100,RU,1579480646,97,-22.02,71.97,102.5,4.43
718,lisakovsk,28,KZ,1579480646,94,9.86,52.54,62.49,9.66
719,richards bay,89,ZA,1579480646,75,72.81,-28.78,32.04,27.83
720,point pleasant,90,US,1579480646,50,36.0,40.08,-74.07,13.87
721,guangshui,31,CN,1579480646,70,38.86,31.62,114.0,1.74
722,zhigansk,98,RU,1579480646,97,-15.88,66.77,123.37,11.39
723,lucea,20,JM,1579480646,74,80.6,18.45,-78.17,12.75
724,quatre cocos,75,MU,1579480646,88,80.6,-20.21,57.76,2.24
725,rapar,7,IN,1579480647,50,59.07,23.57,70.63,10.51
726,mount isa,88,AU,1579480640,31,89.6,-20.73,139.5,16.11
727,salta,75,AR,1579480457,73,80.6,-24.79,-65.41,3.36
728,maceio,20,BR,1579480647,88,75.2,-9.67,-35.74,2.24
729,ambanja,100,MG,1579480647,88,77.72,-13.68,48.45,0.36
730,saint-philippe,93,RE,1579480647,83,78.8,-21.36,55.77,4.7
731,ancud,0,CL,1579480647,63,60.8,-41.87,-73.82,13.87
732,chimbote,7,PE,1579480647,74,72.09,-9.09,-78.58,6.55
733,namie,75,JP,1579480647,100,48.0,37.48,141.0,9.17
734,khani,0,GE,1579480647,64,37.4,41.96,42.96,12.75
735,jimma,7,ET,1579480647,69,59.16,7.67,36.83,1.1
736,kharp,85,RU,1579480647,95,9.03,66.8,65.81,10.49
737,sarishabari,85,BD,1579480648,71,62.87,24.73,89.83,7.18
738,fortuna,20,US,1579480631,81,54.0,40.6,-124.16,3.38
739,perth,0,AU,1579480504,46,77.0,-31.93,115.83,2.24
740,vao,0,NC,1579480648,65,76.28,-22.67,167.48,13.35
741,nyuksenitsa,100,RU,1579480648,98,32.65,60.41,44.24,7.27
742,forest grove,1,US,1579480360,66,54.0,45.52,-123.11,5.82
743,naftalan,90,AZ,1579480648,93,35.6,40.51,46.83,4.7
744,shahrud,100,IR,1579480648,69,29.57,36.42,54.98,4.76
745,kahului,40,US,1579480635,78,73.4,20.89,-156.47,6.93
746,north bend,1,US,1579480648,81,55.0,43.41,-124.22,5.82
747,longyearbyen,100,SJ,1579480648,97,16.79,78.22,15.64,4.72
748,thompson,20,CA,1579480648,77,-2.2,55.74,-97.86,10.29
749,kijang,73,KR,1579480490,69,35.6,35.24,129.21,1.12
750,torbay,90,CA,1579480514,92,25.0,47.67,-52.73,16.11
751,san patricio,40,MX,1579480649,70,86.0,19.22,-104.7,11.41
752,ahipara,5,NZ,1579480649,85,67.23,-35.17,173.17,14.54
753,prachuap khiri khan,21,TH,1579480649,88,76.77,11.82,99.78,4.29
754,shepsi,0,RU,1579480649,62,43.83,44.04,39.15,8.01
755,pokosnoye,96,RU,1579480649,87,1.44,55.53,101.05,7.2
756,xuddur,39,SO,1579480649,75,70.18,4.12,43.89,13.73
757,cabedelo,100,BR,1579480649,78,78.8,-6.98,-34.83,9.17
758,saldanha,93,ZA,1579480649,68,68.0,-33.01,17.94,8.05
759,elko,1,US,1579480649,47,37.4,41.0,-115.5,9.17
760,anadyr,66,RU,1579480649,75,-16.01,64.75,177.48,6.71
761,husavik,90,IS,1579480649,69,39.2,66.04,-17.34,36.91
762,luderitz,0,NA,1579480649,88,62.6,-26.65,15.16,5.82
763,hithadhoo,76,MV,1579480650,73,83.12,-0.6,73.08,9.8
764,talen,0,IN,1579480650,63,49.51,23.57,76.72,5.14
765,houma,1,US,1579480448,39,53.6,29.6,-90.72,11.41
766,barrow,90,US,1579480634,84,3.2,71.29,-156.79,9.17
767,phan thiet,0,VN,1579480650,76,68.14,10.93,108.1,2.44
768,gawler,75,AU,1579480650,93,66.0,-34.6,138.73,17.22
769,kohima,34,IN,1579480650,96,43.34,25.67,94.12,0.29
770,kenai,1,US,1579480650,65,5.0,60.55,-151.26,4.7
771,honningsvag,100,NO,1579480650,94,34.52,70.98,25.97,19.95
772,kananga,100,CD,1579480650,86,67.87,-5.9,22.42,1.39
773,cidreira,40,BR,1579480650,81,75.2,-30.18,-50.21,28.25
774,vilhena,57,BR,1579480650,94,73.4,-12.74,-60.15,6.93
775,columbus,90,US,1579480553,85,16.0,39.96,-83.0,9.17
